index,title,language
238,•	Number Of Additional People With Access To Improved Sanitation,Language.ENGLISH
239,Number Of Ehts Trained On Water Quality Monitoring,Language.ENGLISH
240,Number Of Health And Child Protection Cases Attended Through The U-Report Platform,Language.ENGLISH
241,"3.5	Number Of Cats Trained In Community Radio Production, News Gathering (Hiv & Aids) And Technology Use",Language.ENGLISH
242,Number Of Health  And Child Protection Actors  Supporting And Linking Adolescents And Young People Living With Hiv To  Access Cp And Srh Services Disaggregated By Age And Gender In Target Districts,Language.ENGLISH
243,"1.3	Number Of Cats Trained In Supporting Srh For Children, Adolescents And Young People Living With Hiv (In Four Selected Emergency Prone Districts)",Language.ENGLISH
244,Number Of Ward Based  Facilitators Trained In Safphhe,Language.ENGLISH
245,Number Of Village Pump Mechanic Trained,Language.ENGLISH
246,"Number Of School Health Coordinators Trained (Disaggregated Men, Women, Disability)",Language.ENGLISH
247,"Number Of People Reached With Hygiene Promotion (Disaggregated By Children (Boys/Girls); Men, Women, Disability)",Language.ENGLISH
248,Number Of People Demonstrating Increased Knowledge On Hand Washing At Critical Times And Understanding On Mhm,Language.ENGLISH
249,"Number Of People Using Safe Sanitation Facilities At School (Disaggregated By Children (Boys/Girls); Men, Women, Disability)",Language.ENGLISH
250,"Number Of Additional People Receiving Safe Water Supplies (Disaggregated By Children (Boys/Girls);Men, Women, Disability)",Language.ENGLISH
251,Number Of People Disaggregated By Gender Provided Access To At Least 3.5-5 Litres Of Clean Water Per Day For Drinking Purposes.,Language.ENGLISH
252,Number Of People Disaggregated By Gender Who Receives Hygiene Education And Information Pertaining To Safe And Hygienic Behaviour,Language.ENGLISH
253,Number Of Village Pump Mechanic Trained (Sex Disaggregated),Language.ENGLISH
254,Number Of Headwork Builders Trained (Sex Disaggregated),Language.ENGLISH
255,Proportion Of Trained Agriculture Extension Workers Reporting Improved Knowledge On Nutrition,Language.ENGLISH
256,Number Of Dcpc Members Trained In In Protecting Children & Adolescents With Hiv Related Impairments.,Language.ENGLISH
257,3.3	Number Of Individuals Receiving Services Referred Through U Report,Language.ENGLISH
258,2.3	Number Of Child Protection Cases Handled By Trained Workforce (Zm&Zi) In Hiv Sensitive Child Protection,Language.ENGLISH
259,1.1	Number Of Zvandiri Mentors And Zvandiri Interns Trained In The Identification And Management Of Child Protection Cases In 16 Districts,Language.ENGLISH
260,2.9	Number  Of Cash Transfer Recipient Households Reached With Information Sharing/Awareness Raising Information On How To  Access  Hiv Services,Language.ENGLISH
261,•	Number Of Wpc Trained The Formation And Training Of Wpcs Will Facilitate The Introduction Of Income Generating Activities (Igas) Around The Water Points As Well As Income Savings And Lending Schemes (Isals).,Language.ENGLISH
262,•	Number Of Additional People With Access To A Sanitation Facility.,Language.ENGLISH
263,Number Of Additional People With Functional Hand Washing Facilities And Soap/Ash At Their Toilet In Targeted Rural District.,Language.ENGLISH
264,Proportion Of Agriculture Extension Workers Trained In Nutrition Sensitive Agriculture Integrating Nutrition In Extension Work.,Language.ENGLISH
265,Number Of Children Reached With Mnps,Language.ENGLISH
266,"3.1	Children, Adolescents And Young People With Social Issues Receiving Counseling Through U Report",Language.ENGLISH
267,Number Of Cases Identified/Reported Through Zvamoda Application,Language.ENGLISH
268,Number Of Engaged Listeners Per Radio Episode,Language.ENGLISH
269,2.1	Number Of Hiv Positive Children And Adolescents   Provided With Service   Through The Integrated Case Management System In 16 Districts,Language.ENGLISH
270,Proportion Of Cats Reached With Support  Supervision,Language.ENGLISH
271,1.2	Percentage Increase In Knowledge Of Identification And Management Of Child Protection Cases By The Zvandiri Mentors And Zvandiri Interns,Language.ENGLISH
272,Number Of Latrine Builders Trained (Sex Disaggregated),Language.ENGLISH
273,"Number Of People, Disaggregated By Gender, Provided With Access To Adequate Sanitation Facilities Including Access To Environmentally Friendly Conditions Free From Raw Flowing Sewage And Scattered Refuse",Language.ENGLISH
274,Percentage Of Statutory Cases Resolved Within Time Frames In Accordance With National Standards And Guidelines,Language.ENGLISH
275,"Evidence Of Change In Children Age 11-17 Years And Caregivers Who Can Name/Describe Child Protection Risks, By Sex, Age, And Disability Type",Language.ENGLISH
276,Number Of Community Leaders Oriented.,Language.ENGLISH
277,Number Of Shcs Formed And Trained,Language.ENGLISH
278,Percentage Of Children Who Have Experienced Violence And Have Reported,Language.ENGLISH
279,Of People Dis-Aggregated By Gender & Age Provided Acess To At Least 3.5 - 5L Of Clean Water Per Day For Drinking Purposes Purposes,Language.ENGLISH
280,"Of People  (Dis-Aggregated By Gender & Age) Provided Access To Adequate Sanitation Facilities( Includingg A Maximum Of 20 People Per Latrine, Hand Washing Facility And Soap To Wash Hands)",Language.ENGLISH
281,Of People (Dis Aggregated By Gender & Age) Who Received Hygeine Education & Information Pertaining To Safe And Hygienic Behaviour,Language.ENGLISH
282,Of Adults Aged 18+ Years That Receive Child Protection  Information  From Childline At Hsct Pay-Points,Language.ENGLISH
283,Number Of Additional People With Functional Of Washing Facilities And Soaps/Ash At Their Toilet At The Targeted District,Language.ENGLISH
284,Number Of Additional People With Access To Improved Sanitation,Language.ENGLISH
285,Number Of People Including Children Reached With Hygiene Promotional Activities,Language.ENGLISH
286,Number Of Children Participated In School Health Clubs,Language.ENGLISH
287,Number Of Wpc Trained,Language.ENGLISH
288,Number Of Vpms Trained And Equipped,Language.ENGLISH
289,Number Of Vpms Trained And Equiped,Language.ENGLISH
290,Of Children (Dis Aggregated By Gender  & Age In Learning Facilities Provided Access To 1-2L Of Water Per Day For Drinking Purposes,Language.ENGLISH
291,Of Children(Dis Aggregated By Gender And Age) In Learning Environment Provided Access To Sanitation Facilities (Maximum Of 1 Toilet Per 30 Girls And 1 Toilet Per 50 Boys,Language.ENGLISH
292,Of Cases (Statutory & Non Statutory) Reported At Hsct Points,Language.ENGLISH
293,# Of Community Volunteers  And Community Health Workers (M/F)  Trained On Community C-Imci,Language.ENGLISH
294,#  Children Received Pss In Schools,Language.ENGLISH
295,# Of Children Aged 6-59 Months Screened For Acute Malnutrition,Language.ENGLISH
296,# Of Boys And Girls Receiving Psychosocial Support [Hpm: Cp6-1] Through Community Center,Language.ENGLISH
297,"# Of Cbcpns Members   Trained On Cp Response, Including Referral Mechanisms, Community Based Pss And Ftr",Language.ENGLISH
298,# Of Beneficiaries/People   Benefiting From Community Center,Language.ENGLISH
299,# Of Adolescent Boys And Girls Active & Participated In The 4 Established Youth Groups,Language.ENGLISH
300,Number Of Caregivers (M/F) Receiving Infant And Young Child Feeding (Iycf) Counselling Through Unicef-Assisted Mothers Support Groups,Language.ENGLISH
301,# Children / Adolscents (Boys And Girls) Receiving Psychosocial Support [Hpm: Cp6-1] Through Mobile Team,Language.ENGLISH
302,Number Of Births  Assisted By Skilled Birth Attendant,Language.ENGLISH
303,"# Of Children/ Adolscents   Who Are Referred By Social Workers For Specialized Care (Health, Education, Nutrition, Fcpu, Civil Registry And Social Welfare Services) And Are Benefitting From Referral Services",Language.ENGLISH
304,"#  Community Member   Reached Through Awareness Raising Campaign And Counseling Sessions On Prevention Of Family Separation, Violence Against Children Including Early Marriage, Recruitment Into Armed Groups, Prevention Of Awd And Risks Of Uxo.",Language.ENGLISH
305,Number Of Newborn Receiving Postnatal Care,Language.ENGLISH
306,# Of Boys And Girls Who Are Placed In Family Or Alternative Family Care,Language.ENGLISH
307,# Of Children 6-59 Months Affected By Severe Acute Malnutrition Admitted At Otps For Treatment,Language.ENGLISH
308,# Of Children 6-59 Months Affected By Severe Acute Malnutrition And With Medical Complication  Admitted To Sc,Language.ENGLISH
309,"# Number Of People Reached By Protection Services Dis-Aggregated By Type Of Service, Age And Sex",Language.ENGLISH
310,# of conflict affected boys and girls (6-17 years) enrolled in non-formal education.,Language.ENGLISH
311,# of conflict affected girls and boys receive awareness on importance of education,Language.ENGLISH
312,of conflict affected boys and girls (6-17 years) enrolled in non-formal education,Language.ENGLISH
313,of boys and girls enrolled in life skills activities,Language.ENGLISH
314,# of Children (girls and boys) with critical protection needs referred for specialized services,Language.ENGLISH
315,"# of children (boys and girls) registered and receiving case management services according to the vulnerability criteria (disaggregated by age, gender and separation status).",Language.ENGLISH
316,% of children receiving case management who receive follow up visits,Language.ENGLISH
317,"of UASC identified, registered and documented using the standard IA case management forms (disaggregated by age, gender and separation status)",Language.ENGLISH
318,of children formerly released from armed groups who are enrolled in school as part of social reintegration.,Language.ENGLISH
319,"of Case workers trained on Case Management (IA CM SOPs, coaching and supervision and ISP)",Language.ENGLISH
320,of children and adolescents’ psychosocial well-being improved through focused and non-focused PSS and life skills activities,Language.ENGLISH
321,of PSS facilitators/animators equipped with knowledge and skills to provide focused and non-focused PSS activities and PFA,Language.ENGLISH
322,# of members of community-based child protection committees/networks (CBCPC/N) formed on CP approaches.,Language.ENGLISH
323,of Parents and caregivers reached with Youth Resilience sessions (Parents & Caregivers training),Language.ENGLISH
324,of children reached with awareness raising sessions on child protection and PSS,Language.ENGLISH
325,of previously released children reached with livelihoods and/or economic reintegration services to support reintegration.,Language.ENGLISH
326,of other at-risk adolescents  (and/or caregivers) reached with livelihoods and/or economic reintegration services to reduce the risk of recruitment.,Language.ENGLISH
327,"of beneficiaries who participated in community engagement and dialogue to promote peace, address barriers to reintegration, and/or challenge harmful social and cultural norms, pressures and behaviors that contribute to the recruitment and use of children.",Language.ENGLISH
328,"of individuals (disaggregated by sex and age) in programme areas, including in emergency affected areas, who regularly participate in interventions promoting gender equitable norms to prevent VAC and harmful practices",Language.ENGLISH
329,"of children receiving individual case management services, support or monitoring",Language.ENGLISH
330,"of children, adolescents, caregivers and leaders participating in C4D activities with increased knowledge of key rights and information",Language.ENGLISH
331,of children (f/m) registered to participate in recreational and psychosocial support,Language.ENGLISH
332,of children (f/m) in humanitarian situations benefitting from psychosocial support,Language.ENGLISH
333,of children in humanitarian situations registered as unaccompanied or separated who received appropriate alternative care services,Language.ENGLISH
334,# of unaccompanied and separated children (UACSC) affected supported with tracing and reunification in extended families and alternative care arrangements,Language.ENGLISH
335,# of  UASC affected reunified,Language.ENGLISH
336,# of UASC affected receiving at least two follow up visits,Language.ENGLISH
337,# of parents/caregivers of children affected by Cyclone Idai reached with parenting support initiatives,Language.ENGLISH
338,# of children supported by a reunification package,Language.ENGLISH
339,"# of targeted children with safe access to community spaces for socializing, play learning etc.",Language.ENGLISH
340,# of child welfare and child protection cases identified and supported for resolution,Language.ENGLISH
341,Number of people accessing a basic sustainable drinking water source,Language.ENGLISH
